supportId,inquiryCode,errorCode,URL,PageTitle,form_link,form_inquiry,chat_pre-member,chat_member,tel_01,tel_03,tel_04,tel_06,tel_07,tel_08,tel_13,tel_12,tel_14,tel_11,Que
00001295,＊01295,,https://network.mobile.rakuten.co.jp/faq/detail/00001295/,[Rakuten Link]プロフィールの表示・非表示は設定できますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001296,＊01296,,https://network.mobile.rakuten.co.jp/faq/detail/00001296/,Rakuten Linkは言語を変更できますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001297,＊01297,,https://network.mobile.rakuten.co.jp/faq/detail/00001297/,[Rakuten Link] アプリが強制終了する場合、どうしたらよいですか,×,×,×,○,○,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001298,＊01298,,https://network.mobile.rakuten.co.jp/faq/detail/00001298/,Rakuten Linkではなく、OS標準の電話アプリを利用したい場合、どうすればよいですか？,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001300,＊01300,,https://network.mobile.rakuten.co.jp/faq/detail/00001300/,Rakuten Linkの初期設定はどうすればよいですか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001301,＊01301,,https://network.mobile.rakuten.co.jp/faq/detail/00001301/,Rakuten Linkで他の携帯電話事業者及び固定電話へ発信することはできますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001302,＊01302,,https://network.mobile.rakuten.co.jp/faq/detail/00001302/,[Rakuten Link] 海外ローミング中でも使用できますか？,×,×,○,○,○,×,×,◎,×,○,×,×,×,○,Que_055_楽天リンク
00001305,＊01305,,https://network.mobile.rakuten.co.jp/faq/detail/00001305/,海外ローミング中（データ通信）に電話・SMSは利用可能ですか,×,×,○,○,○,×,×,◎,×,○,×,×,×,○,Que_071_MNO契約情報
00001317,＊01317,,https://network.mobile.rakuten.co.jp/faq/detail/00001317/,海外ローミング（データ通信）の通信速度を教えてください,×,×,○,○,○,×,×,◎,×,○,×,×,×,○,Que_071_MNO契約情報
00001318,＊01318,,https://network.mobile.rakuten.co.jp/faq/detail/00001318/,[海外ローミング] 毎月付与される高速データ容量について教えてください,×,×,○,○,○,×,×,◎,×,○,×,×,×,○,Que_071_MNO契約情報
00001320,＊01320,,https://network.mobile.rakuten.co.jp/faq/detail/00001320/,海外ローミング（データ通信）の利用状況は確認できますか？,×,×,○,○,○,×,×,◎,×,○,×,×,×,○,Que_071_MNO契約情報
00001321,＊01321,,https://network.mobile.rakuten.co.jp/faq/detail/00001321/,海外でSIMを紛失（盗難）したので再発行したい,×,×,×,○,×,×,×,◎,○,×,×,×,×,○,Que_071_MNO契約情報
00001323,＊01323,,https://network.mobile.rakuten.co.jp/faq/detail/00001323/,海外ローミング（データ通信）でデータ利用量が高速データ容量の上限を超えた場合、利用制限がかかりますか？,×,×,○,○,○,×,×,◎,×,○,×,×,×,○,Que_071_MNO契約情報
00001332,＊01332,,https://network.mobile.rakuten.co.jp/faq/detail/00001332/,海外でも緊急通報できますか？,×,×,○,○,○,×,×,◎,×,○,×,×,×,○,Que_071_MNO契約情報
00001337,＊01337,,https://network.mobile.rakuten.co.jp/faq/detail/00001337/,現地到着後、海外ローミング（データ通信）が利用できません。どうすればよいですか？,×,×,×,○,×,×,×,◎,×,○,×,×,×,○,Que_071_MNO契約情報
00001338,＊01338,,https://network.mobile.rakuten.co.jp/faq/detail/00001338/,海外ローミング（データ通信）を利用しました。帰国後の設定はどうすればよいですか？,×,×,○,○,○,×,×,◎,×,○,×,×,×,○,Que_071_MNO契約情報
00001339,＊01339,,https://network.mobile.rakuten.co.jp/faq/detail/00001339/,[海外ローミング]利用停止方法を教えてください,×,×,○,○,○,×,×,◎,×,○,×,×,×,○,Que_071_MNO契約情報
00001343,＊01343,,https://network.mobile.rakuten.co.jp/faq/detail/00001343/,楽天回線の対応機種を教えてください,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001344,＊01344,,https://network.mobile.rakuten.co.jp/faq/detail/00001344/,不在によって製品が受け取れませんでした。どうすればよいですか？,×,×,×,○,×,×,◎,×,×,×,×,○,×,○,Que_061_MNO申込後
00001355,＊01355,,https://network.mobile.rakuten.co.jp/faq/detail/00001355/,楽天モバイルとSMSにおいて直収接続したい,×,○,○,○,○,×,×,◎,×,×,×,○,×,○,Que_053_MNO電波
00001356,＊01356,,https://network.mobile.rakuten.co.jp/faq/detail/00001356/,法人（国・地方自治体向け）の緊急速報メールについて教えてください,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001361,＊01361,,https://network.mobile.rakuten.co.jp/faq/detail/00001361/,開通手続き後、楽天モバイルの開通が確認できません。どうすればよいですか？,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001362,＊01362,,https://network.mobile.rakuten.co.jp/faq/detail/00001362/,[SMS]各種サービスの利用開始に伴うSMS認証コードが届かない場合、どうしたらよいですか？,×,○,×,○,×,×,×,◎,×,×,×,×,×,○,Que_053_MNO電波
00001364,＊01364,,https://network.mobile.rakuten.co.jp/faq/detail/00001364/,申し込み完了後、商品が届きません。どうしたらよいですか？,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001365,＊01365,,https://network.mobile.rakuten.co.jp/faq/detail/00001365/,申し込み内容の確認方法を教えてください,×,×,×,○,×,×,◎,×,×,×,×,○,×,○,Que_061_MNO申込後
00001366,＊01366,,https://network.mobile.rakuten.co.jp/faq/detail/00001366/,SMS送信ができない場合どうしたらよいですか？,×,○,×,○,×,×,×,◎,×,×,×,×,×,○,Que_053_MNO電波
00001374,＊01374,,https://network.mobile.rakuten.co.jp/faq/detail/00001374/,eSIMの開通手続き方法を知りたいのですが、どうすればよいですか？,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001375,＊01375,,https://network.mobile.rakuten.co.jp/faq/detail/00001375/,[Rakuten Mini]Rakuten Miniからの機種変更方法を教えてください,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001378,＊01378,,https://network.mobile.rakuten.co.jp/faq/detail/00001378/,[Rakuten Mini]スマホ交換保証プラスは対象ですか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001381,＊01381,,https://network.mobile.rakuten.co.jp/faq/detail/00001381/,[Rakuten Mini] 本体や付属品の初期不良・修理・交換について教えてください,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001383,＊01383,,https://network.mobile.rakuten.co.jp/faq/detail/00001383/,Rakuten Miniの購入日は保証書で確認できますか？,×,×,×,○,○,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001385,＊01385,,https://network.mobile.rakuten.co.jp/faq/detail/00001385/,[Rakuten Mini]付属アクセサリーの追加購入はできますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001390,＊01390,,https://network.mobile.rakuten.co.jp/faq/detail/00001390/,[Rakuten Mini] 購入したが、返品したい,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001393,＊01393,,https://network.mobile.rakuten.co.jp/faq/detail/00001393/,本人確認書類の再アップロードや契約者情報の更新をしたい。どうすればよいですか？,×,×,×,○,○,×,×,×,×,×,×,○,×,○,#N/A
00001394,＊01394,,https://network.mobile.rakuten.co.jp/faq/detail/00001394/,SMSの通知はどのように設定すればよいですか？,×,×,×,○,×,×,◎,◎,×,×,×,×,×,○,Que_073_MNO製品
00001402,＊01402,,https://network.mobile.rakuten.co.jp/faq/detail/00001402/,国際SMSの送受信がきません。なぜですか？,×,○,×,○,○,×,×,◎,×,○,×,×,×,○,Que_053_MNO電波
00001406,＊01406,,https://network.mobile.rakuten.co.jp/faq/detail/00001406/,SIMの交換・再発行はどこから手続きできますか？,×,×,×,○,×,×,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001407,＊01407,,https://network.mobile.rakuten.co.jp/faq/detail/00001407/,他社への乗り換え（MNP 転出）をしたいのですが、どうすればよいですか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001408,＊01408,,https://network.mobile.rakuten.co.jp/faq/detail/00001408/,SIMの紛失・盗難時はショップ（店舗）での対応はできますか？,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001409,＊01409,,https://network.mobile.rakuten.co.jp/faq/detail/00001409/,転出時のMNP予約番号はmy 楽天モバイルと店舗（楽天モバイルショップ）のどちらでも発行できるか知りたい,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001413,＊01413,,https://network.mobile.rakuten.co.jp/faq/detail/00001413/,製品・アクセサリーを代金引換（代引き）で購入できますか,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_070_MNO料金
00001414,＊01414,,https://network.mobile.rakuten.co.jp/faq/detail/00001414/,SIMや製品、アクセサリーを購入した場合、送料は発生しますか？,×,×,○,○,○,×,◎,×,×,×,×,○,×,○,Que_061_MNO申込後
00001415,＊01415,,https://network.mobile.rakuten.co.jp/faq/detail/00001415/,紛失・盗難した場合、店舗でも利用停止の受付は可能ですか？,×,×,○,○,○,×,◎,◎,○,×,×,×,×,○,Que_071_MNO契約情報
00001417,＊01417,,https://network.mobile.rakuten.co.jp/faq/detail/00001417/,盗難・紛失による利用停止場合、いつ利用再開されますか？,×,×,×,○,×,×,×,×,○,×,×,×,×,○,#N/A
00001421,＊01421,,https://network.mobile.rakuten.co.jp/faq/detail/00001421/,[Rakuten Link] 留守番電話を保存できる期間や件数が知りたい,×,×,○,○,×,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001422,＊01422,,https://network.mobile.rakuten.co.jp/faq/detail/00001422/,Rakuten LinkのプロフィールQRコードが読み取れないのはなぜですか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001424,＊01424,,https://network.mobile.rakuten.co.jp/faq/detail/00001424/,[Rakuten Link]非通知発信はできますか？,×,×,○,○,×,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001425,＊01425,,https://network.mobile.rakuten.co.jp/faq/detail/00001425/,Rakuten Linkのメッセージで画像・動画やファイルが送れません。データ量に上限はありますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001427,＊01427,,https://network.mobile.rakuten.co.jp/faq/detail/00001427/,Rakuten Linkに対応している製品やソフトウェアバージョンはなんですか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001428,＊01428,,https://network.mobile.rakuten.co.jp/faq/detail/00001428/,どのような場合にRakuten Linkでの発信が非通知になりますか？,×,×,○,○,×,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001431,＊01431,,https://network.mobile.rakuten.co.jp/faq/detail/00001431/,[Rakuten Link] バージョン確認方法を教えてください,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001432,＊01432,,https://network.mobile.rakuten.co.jp/faq/detail/00001432/,[Rakuten Link]メッセージ通知の切り替え方法を教えてください,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001433,＊01433,,https://network.mobile.rakuten.co.jp/faq/detail/00001433/,[Rakuten Link] トーク内のメッセージ検索方法を教えてください,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001434,＊01434,,https://network.mobile.rakuten.co.jp/faq/detail/00001434/,[Rakuten Link] メッセージを履歴ごと削除できますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001436,＊01436,,https://network.mobile.rakuten.co.jp/faq/detail/00001436/,メール通知や、my 楽天モバイルアプリ内のお知らせ受信設定はどのようにできますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001438,＊01438,,https://network.mobile.rakuten.co.jp/faq/detail/00001438/,SIMフリーのスマートフォンやWi-Fiルーターは利用できますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001439,＊01439,,https://network.mobile.rakuten.co.jp/faq/detail/00001439/,Rakuten Casaとは何ですか？,×,×,○,○,○,×,◎,◎,×,×,○,×,×,○,Que_073_MNO製品
00001443,＊01443,,https://network.mobile.rakuten.co.jp/faq/detail/00001443/,住所変更について教えてください,×,×,○,○,○,×,×,◎,×,×,×,○,×,○,Que_071_MNO契約情報
00001451,＊01451,,https://network.mobile.rakuten.co.jp/faq/detail/00001451/,チャージした高速データ容量の有効期限前に通知などはありますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001456,＊01456,,https://network.mobile.rakuten.co.jp/faq/detail/00001456/,[データチャージ]チャージ量の上限を教えてください,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001457,＊01457,,https://network.mobile.rakuten.co.jp/faq/detail/00001457/,海外ローミングエリアの高速データ容量が新たに付与されるのはいつですか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001458,＊01458,,https://network.mobile.rakuten.co.jp/faq/detail/00001458/,本人確認で「既にお申し込みを頂いているご契約があります。」というメッセージが表示されたのですが、どうすればよいですか？,×,×,○,×,○,×,×,×,×,×,×,×,×,○,#N/A
00001459,＊01459,,https://network.mobile.rakuten.co.jp/faq/detail/00001459/,プラン（SIM）のみを申し込んだ場合、いつから利用できますか？,×,×,○,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001460,＊01460,,https://network.mobile.rakuten.co.jp/faq/detail/00001460/,Rakuten最強プランのお申し込みについてよくあるお問い合わせ,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001463,＊01463,,https://network.mobile.rakuten.co.jp/faq/detail/00001463/,楽天モバイル以外で購入した楽天回線の対応製品は使用できますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001465,＊01465,,https://network.mobile.rakuten.co.jp/faq/detail/00001465/,楽天モバイル（ドコモ回線・au回線）から楽天回線へのプラン変更（移行）手続き後、どのくらいの時間で完了しますか？ ,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001470,＊01470,,https://network.mobile.rakuten.co.jp/faq/detail/00001470/,契約の申し込みはどこで受け付けていますか？,×,×,○,○,○,×,◎,◎,×,×,×,○,×,○,Que_071_MNO契約情報
00001473,＊01473,,https://network.mobile.rakuten.co.jp/faq/detail/00001473/,発表したプラン以外の提供があるか知りたい,×,×,○,○,○,×,×,◎,×,×,×,○,×,○,Que_071_MNO契約情報
00001477,＊01477,,https://network.mobile.rakuten.co.jp/faq/detail/00001477/,Rakuten最強プランでは楽天でんわを利用できますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001478,＊01478,,https://network.mobile.rakuten.co.jp/faq/detail/00001478/,Rakuten Linkの認証SMSの有効期限はありますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001480,＊01480,,https://network.mobile.rakuten.co.jp/faq/detail/00001480/,「楽天モバイル正式契約手続きのご案内」のメールに記載のURLにアクセスできません,×,×,×,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001482,＊01482,,https://network.mobile.rakuten.co.jp/faq/detail/00001482/,アプリの更新(アップデート)方法を教えてください,×,×,×,○,○,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
00001485,＊01485,,https://network.mobile.rakuten.co.jp/faq/detail/00001485/,[お申し込み全般について] ご案内ページ一覧,×,×,○,○,○,×,◎,◎,×,×,×,○,×,○,Que_071_MNO契約情報
00001486,＊01486,,https://network.mobile.rakuten.co.jp/faq/detail/00001486/,【お申し込み完了〜ご利用開始まで】よくあるお問い合わせ,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001487,＊01487,,https://network.mobile.rakuten.co.jp/faq/detail/00001487/,1つのクレジットカードまたは口座で契約できる回線数はいくつですか？,×,×,○,○,○,×,×,◎,×,×,×,○,×,○,Que_071_MNO契約情報
00001490,＊01490,,https://network.mobile.rakuten.co.jp/faq/detail/00001490/,契約期間の縛りや最低利用期間の定めはありますか？,×,×,○,○,○,×,×,◎,×,×,×,○,×,○,Que_071_MNO契約情報
00001493,＊01493,,https://network.mobile.rakuten.co.jp/faq/detail/00001493/,18歳未満の契約を申し込むにはどうすればよいですか？,×,×,○,×,○,×,×,×,×,×,×,○,×,○,#N/A
00001494,＊01494,,https://network.mobile.rakuten.co.jp/faq/detail/00001494/,お申し込み完了から発送までに関するよくあるお問い合わせ,×,×,×,○,×,×,◎,×,×,×,×,○,×,○,Que_061_MNO申込後
00001495,＊01495,,https://network.mobile.rakuten.co.jp/faq/detail/00001495/,他社で利用していた製品でAPN設定をしたい,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001496,＊01496,,https://network.mobile.rakuten.co.jp/faq/detail/00001496/,開通ができない場合、どうすればよいですか？,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001497,＊01497,,https://network.mobile.rakuten.co.jp/faq/detail/00001497/,MNP開通手続きは、開通までどのくらい時間がかかりますか？,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001500,＊01500,,https://network.mobile.rakuten.co.jp/faq/detail/00001500/,楽天モバイル（ドコモ回線・au回線）で利用している製品はそのまま使えますか？,×,×,○,○,○,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001501,＊01501,,https://network.mobile.rakuten.co.jp/faq/detail/00001501/,「Rakuten最強プラン」と「楽天モバイル（ドコモ回線・au回線）」のどちらを利用しているか確認できますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001503,＊01503,,https://network.mobile.rakuten.co.jp/faq/detail/00001503/,SIMカードが認識されない場合の対処法を教えてください,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001505,＊01505,,https://network.mobile.rakuten.co.jp/faq/detail/00001505/,パートナー回線エリアから楽天回線エリアへ移動した際、楽天回線エリアに自動で切り替わらないのはなぜですか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001512,＊01512,,https://network.mobile.rakuten.co.jp/faq/detail/00001512/,楽天モバイル（ドコモ回線・au回線）からRakuten最強プランへのプラン変更（移行）ができません。どうすればよいですか？,×,×,○,×,×,×,×,×,×,×,×,×,×,○,N/A(MVNOフォームに変えるため、お問い合わせコードの掲出中止）
00001513,＊01513,,https://network.mobile.rakuten.co.jp/faq/detail/00001513/,Rakuten Miniを申し込む際にSIMカードを選択してしまったのですが、どうすればよいですか？,×,×,×,○,○,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001514,＊01514,,https://network.mobile.rakuten.co.jp/faq/detail/00001514/,楽天モバイル（ドコモ回線・au回線）からRakuten最強プランへ移行後、メンバーズステーションにログインできますか？,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001515,＊01515,,https://network.mobile.rakuten.co.jp/faq/detail/00001515/,「【重要】楽天モバイル本人確認書類の不備による再アップロードのお願い」というメールが届きました,×,×,○,×,○,×,×,×,×,×,×,○,×,○,#N/A
00001517,＊01517,,https://network.mobile.rakuten.co.jp/faq/detail/00001517/,現在使用している端末を下取りに出したい。,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001518,＊01518,,https://network.mobile.rakuten.co.jp/faq/detail/00001518/,法人契約のプランがありますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001519,＊01519,,https://network.mobile.rakuten.co.jp/faq/detail/00001519/,楽天モバイル公式 楽天市場店で48回払いは選択できますか？,×,×,○,○,×,×,×,◎,×,×,×,×,×,○,Que_070_MNO料金
00001523,＊01523,,https://network.mobile.rakuten.co.jp/faq/detail/00001523/,契約手続きが完了しているか確認方法を教えてください,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001524,＊01524,,https://network.mobile.rakuten.co.jp/faq/detail/00001524/,電話番号を変更できるサービスはありますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001526,＊01526,,https://network.mobile.rakuten.co.jp/faq/detail/00001526/,開通手続き時に［MNP予約番号を登録する］ボタンが表示されているのですが、どうすればよいですか？,×,×,○,×,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001527,＊01527,,https://network.mobile.rakuten.co.jp/faq/detail/00001527/,テザリングに制限はありますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001528,＊01528,,https://network.mobile.rakuten.co.jp/faq/detail/00001528/,ショップ（店舗）で申し込む場合、製品の初期設定まで行ってもらえますか？,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001530,＊01530,,https://network.mobile.rakuten.co.jp/faq/detail/00001530/,楽天モバイル（ドコモ回線・au回線）からRakuten最強プランへ移行する際に、本人確認は必要ですか？,×,×,○,○,○,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001531,＊01531,,https://network.mobile.rakuten.co.jp/faq/detail/00001531/,他社から乗り換え（MNP転入）と名義変更（譲渡）を同時に行えますか？,×,×,○,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001532,＊01532,,https://network.mobile.rakuten.co.jp/faq/detail/00001532/,申し込み内容や発送状況は、どこで確認できますか？,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001533,＊01533,,https://network.mobile.rakuten.co.jp/faq/detail/00001533/,国際通話を発信する際、国番号は必要ですか？,×,×,○,○,○,×,×,◎,×,○,×,×,×,○,Que_071_MNO契約情報
00001536,＊01536,,https://network.mobile.rakuten.co.jp/faq/detail/00001536/,楽天モバイル（ドコモ回線・au回線）から、Rakuten最強プランへプラン変更（移行）する際、「この楽天IDを移行に使うことはできません」と表示されます。どうすればよいですか？,×,×,○,×,○,×,×,×,×,×,×,×,×,○,#N/A
00001537,＊01537,,https://network.mobile.rakuten.co.jp/faq/detail/00001537/,Rakuten Miniで利用できるSIMタイプは何ですか？,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_073_MNO製品
00001538,＊01538,,https://network.mobile.rakuten.co.jp/faq/detail/00001538/,届いたSIMカードをnanoSIMカードやmicroSIMカードのサイズで使えますか？,×,×,×,○,○,×,◎,◎,×,×,×,×,×,○,Que_073_MNO製品
00001539,＊01539,,https://network.mobile.rakuten.co.jp/faq/detail/00001539/,楽天モバイル（ドコモ回線・au回線）からRakuten最強プランに移行する場合、継続して利用できるオプションサービスや、引き継がれる登録情報は何ですか ？,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001540,＊01540,,https://network.mobile.rakuten.co.jp/faq/detail/00001540/,なぜ本人確認書類に記載以外の住所に製品やSIMカードを配送できないのですか？,×,×,○,○,○,×,×,×,×,×,×,○,×,○,#N/A
00001541,＊01541,,https://network.mobile.rakuten.co.jp/faq/detail/00001541/,申し込み後の契約ステータスを確かめる方法はありますか？,×,×,×,○,×,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
00001547,＊01547,,https://network.mobile.rakuten.co.jp/faq/detail/00001547/,楽天モバイルから他社へMNP転出する際、MNP転出手数料はかかりますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001548,＊01548,,https://network.mobile.rakuten.co.jp/faq/detail/00001548/,Rakuten最強プランを解約した場合、オプションサービスの料金はどうなりますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001549,＊01549,,https://network.mobile.rakuten.co.jp/faq/detail/00001549/,データ高速無制限エリアとは何ですか？,×,○,○,○,○,×,×,◎,×,×,×,×,×,○,Que_053_MNO電波
00001550,＊01550,,https://network.mobile.rakuten.co.jp/faq/detail/00001550/,OS標準電話アプリを利用する際、国内の通話料金はいくらかかりますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001551,＊01551,,https://network.mobile.rakuten.co.jp/faq/detail/00001551/,解約料は一切かかりませんと書かれてますが、満足しなかった場合、 新規や移行で発生した製品などの料金も返してもらえますか？,×,×,○,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001555,＊01555,,https://network.mobile.rakuten.co.jp/faq/detail/00001555/,スマホ下取りサービスのお申し込み条件はありますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001556,＊01556,,https://network.mobile.rakuten.co.jp/faq/detail/00001556/,[スマホ下取りサービス]複数の製品をお申し込みできますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001559,＊01559,,https://network.mobile.rakuten.co.jp/faq/detail/00001559/,スマホ下取りサービスを利用したらお申し込み内容の不備で製品が戻ってきました。再申し込みはいつからできますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001560,＊01560,,https://network.mobile.rakuten.co.jp/faq/detail/00001560/,[スマホ下取りサービス]製品の初期化方法を教えてください,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001561,＊01561,,https://network.mobile.rakuten.co.jp/faq/detail/00001561/,SIMフリーの製品でスマホ下取りサービスを利用する場合、購入したキャリアは何を選択したらよいですか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001562,＊01562,,https://network.mobile.rakuten.co.jp/faq/detail/00001562/,下取り対象製品一覧にない製品をスマホ下取りサービスに申し込めますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001563,＊01563,,https://network.mobile.rakuten.co.jp/faq/detail/00001563/,スマホ下取りサービスの返送キットが届くまで何日かかりますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001564,＊01564,,https://network.mobile.rakuten.co.jp/faq/detail/00001564/,スマホ下取りサービスの返送キットは有料ですか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001565,＊01565,,https://network.mobile.rakuten.co.jp/faq/detail/00001565/,スマホ下取りサービスを利用する場合、電源などの付属品は下取り希望製品と一緒に同梱が必要ですか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001566,＊01566,,https://network.mobile.rakuten.co.jp/faq/detail/00001566/,スマホ下取りサービスを利用する場合、SIMも送付する必要がありますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001567,＊01567,,https://network.mobile.rakuten.co.jp/faq/detail/00001567/,[スマホ下取りサービス] 下取り希望製品のデータは消去する必要がありますか？,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001568,＊01568,,https://network.mobile.rakuten.co.jp/faq/detail/00001568/,[スマホ下取りサービス] 本人確認書類は必要ですか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
00001570,＊01570,,https://network.mobile.rakuten.co.jp/faq/detail/00001570/,スマホ下取りサービスで、署名せずに製品を送ってしまった場合、どうすればよいですか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
